"Year","Area","Street","Street.2"
2011,"Wolverhampton","St Pauls Bus Station Walsall",
2011,"Walsall","St Paul S St",
2011,"Wolverhampton"," St Pauls, Brooke St Arcade Walsall",
2011,"Dudley","St Stephens Court",
2011,"Birmingham","Stafford St",
2011,"Walsall","Stafford St",
2011,"Walsall","Stafford St",
2011,"Sandwell"," Stanley St, Bloxwich",
2011,"Solihull","Stephenson Avenue",
2011,"Wolverhampton","Stevenson Sq Walsall",
2011,"Birmingham","Stoney Lane",
2011,"Coventry","Stoney Lane",
2011,"Coventry","Stoney Lane Walsall",
2011,"Coventry","Tame St",
2011,"Wolverhampton","Tanners Court Glebe St Caldmore Walsall",
2011,"Dudley","Telford Rd",
2011,"Sandwell"," Tesco, Littleton St, Walsall",
2011,"Sandwell","The Bridge Town Centre Walsall",
2011,"Coventry","The Bridge Walsall",
2011,"Coventry"," The Bridge, Walsall",
2011,"Wolverhampton","The Green Darlaston",
2011,"Wolverhampton","Thomas House Bloxwich Stoney Lane",
2011,"Wolverhampton"," Varsisty , Leicester St Walsall",
2011,"Sandwell"," Victoria Avenue, Bloxwich ",
2011,"Birmingham","Village Hotel",
2011,"Wolverhampton"," Village Hotel, Walsall",
2011,"Solihull","Walhouse Rd",
2011,"Solihull","Walker Rd",
2011,"Walsall","Walsall Bus Station",
2011,"Solihull"," Walsall Bus Station, St Pauls ",
2011,"Wolverhampton","Walsall Manor Hospital",
2011,"Dudley","Walsall Manor Hospital",
2011,"Coventry","Walsall Manor Hospital",
2011,"Sandwell","Walsall Police Station",
2011,"Walsall","Walsall Police Station",
2011,"Walsall","Walsall Police Station",
2011,"Sandwell","Walsall Police Station",
2011,"Solihull","Walsall Rd",
2011,"Dudley","Walsall Rd Darlaston",
2011,"Coventry","Walsall Train Station",
2011,"Solihull","Wanderers Way",
2011,"Coventry","Wednesbury Rd",
2011,"Dudley","Wednesbury Rd Walsall",
2011,"Walsall","Wednesbury Rd",
2011,"Walsall"," West Bromwich Rd, Walsall",
2011,"Wolverhampton"," West Bromwich Rd, Walsall",
2011,"Sandwell","Wolverhampton Rd Oldbury",
2011,"Birmingham","Wolverhampton Rd Oldbury",
2011,"Walsall","Wolverhampton Rd West",
2011,"Wolverhampton","Wolverhampton Wanders Fc",
2011,"Wolverhampton","Wood End Rd Wednesfield",
2011,"Coventry","Wooden Rd West Darlaston",
2011,"Walsall","Ws1 Walsall",
2011,"Wolverhampton","A And E New Cross Hospital",
2011,"Walsall","Alfred Squire Rd",
2011,"Wolverhampton","Arthur St Wolverhampton",
2011,"Coventry","Asda Stores W     Ton",
2011,"Coventry","Asda Stores W     Ton",
2011,"Walsall"," Badger Drive, Park Village",
2011,"Wolverhampton","Bellamy Lane",
2011,"Walsall","Belmont Rd",
2011,"Solihull","Belmont Rd",
2011,"Wolverhampton"," Belmont Rd, Penn, W     Ton",
2011,"Walsall","Berry St",
2011,"Coventry","Bilston Bus Station",
2011,"Coventry","Bilston Labour Club",
2011,"Wolverhampton","Bilston Rd",
2011,"Walsall","Bilston Rd",
2011,"Sandwell","Bilston St",
2011,"Walsall","Bilston St",
2011,"Walsall","Bilston St",
2011,"Wolverhampton","Bilston St Wolverhampton",
2011,"Solihull"," Bilston St, Wolverhampton",
2011,"Sandwell","Bilston St",
2011,"Coventry","Bilston St",
2011,"Wolverhampton","Bilston St",
2011,"Birmingham","Bilston St",
2011,"Sandwell","Bilston St",
2011,"Solihull","Bilston St",
2011,"Dudley","Bilston St",
2011,"Walsall","Bilston St",
2011,"Solihull","Bilston St",
2011,"Wolverhampton","Bilston St",
2011,"Sandwell","Blackhalve Lane",
2011,"Coventry","Bradford St  Walsalll",
2011,"Walsall","Brantley Ave",
2011,"Wolverhampton","Brantley Avenue",
2011,"Walsall","Broad St Wolverhampton",
2011,"Walsall"," Broad St, Wolverhampton",
2011,"Coventry"," Broad St, Wolves ",
2011,"Walsall"," Broad St, Wolves ",
2011,"Wolverhampton","Broad St",
2011,"Coventry","Broad St",
2011,"Sandwell"," Broad St, Wolverhampton",
2011,"Wolverhampton"," Broad St, Wolverhampton",
2011,"Coventry"," Broad St, W Ton ",
2011,"Coventry","Bronwyn Close",
2011,"Birmingham"," Burlesdon Walk, Wolves ",
2011,"Birmingham","Bus Station",
2011,"Coventry","Bus Station Pipers Rd",
2011,"Sandwell"," Bus Station, Wolverhampton",
2011,"Solihull"," Bus Station, Wolverhampton",
2011,"Coventry"," Campion House, Heath Town, Wolverhampton",
2011,"Walsall","Cannock Rd Wolverhampton",
2011,"Birmingham"," Car Park, New Cross Hospital, Wolverhampton",
2011,"Coventry","Castle St City Centre",
2011,"Walsall","Castle St Wolverhampton",
2011,"Coventry"," Church St, Bilston",
2011,"Coventry"," Coalway Rd, Wton",
2011,"Dudley","Codsall Rd",
2011,"Coventry"," Co     Op, High St, Wednesfield, Wton",
2011,"Wolverhampton","Dalton St Wolverhampton",
2011,"Wolverhampton","Darlington St",
2011,"Solihull","Darlington St",
2011,"Walsall","Dudley Rd",
2011,"Coventry"," Dudley Rd, Kingswinford",
2011,"Coventry","Dudley St",
2011,"Coventry"," Dudley St, Wolverhampton",
2011,"Wolverhampton","Dunstall Rd",
2011,"Sandwell"," Dunstall Rd, Wolverhampton",
2011,"Coventry"," Edham Rd, Wolverhampton",
2011,"Wolverhampton","Exchange St",
2011,"Dudley"," Exchange St, City Centre, Wolverhampton",
2011,"Wolverhampton","Farndale Avenue",
2011,"Solihull","Filey Rd  Wolverhampton",
2011,"Coventry","Front Office",
2011,"Wolverhampton","Front Office",
2011,"Birmingham"," Front Office, Wolverhampton Central Ps",
2011,"Dudley","Front Offive Bilston St Pol Stn",
2011,"Wolverhampton","Furs Public House",
2011,"Walsall","Gafo",
2011,"Sandwell","Garrick St",
2011,"Sandwell"," Garrick St, Wolverhampton",
2011,"Walsall","Great Hampton St",
2011,"Coventry","Great Hampton St",
2011,"Birmingham","Greenpark Avenue",
2011,"Wolverhampton"," Haden Hill, Chapel Ash, Wolverhampton",
2011,"Sandwell"," Hart Rd, Wednesfield,Wton",
2011,"Walsall","High St Bilston",
2011,"Sandwell"," Indi Bar, Lichfield St",
2011,"Walsall","Jack Hayward Way",
2011,"Dudley","Junction 10 O S Village Hotel",
2011,"Walsall"," Laurel Rd, Dudley",
2011,"Solihull","Leacroft Avenue",
2011,"Coventry","Leacroft Avenue",
2011,"Birmingham"," Lennox Gardens, Wton",
2011,"Sandwell","Lewisham Rd Wolverhampton",
2011,"Coventry","Lichfiedl St",
2011,"Birmingham","Lichfield St",
2011,"Dudley"," Lichfield St, City Centre, Wolves",
2011,"Sandwell"," Lichfield St, Wolverhampton",
2011,"Birmingham"," Lichfield St, Wton",
2011,"Walsall","Lichfield St",
2011,"Wolverhampton","Lichfield St",
2011,"Walsall","Lichfield St",
2011,"Birmingham","Lichfield St",
2011,"Walsall","Lichfield St",
2011,"Walsall","Lichfield St",
2011,"Solihull","Lichfield St",
2011,"Coventry"," Lichfield St  Princess St, W     Ton",
2011,"Sandwell"," Lichfield St, City Centre, W     Ton",
2011,"Wolverhampton"," Lichfield St, City Centre, W     Ton",
2011,"Walsall"," Lichfield St, Wolverhampton ",
2011,"Coventry"," Lichfield St, W Ton ",
2011,"Coventry","Lower Villiers St",
2011,"Coventry","Lunt Rd",
2011,"Wolverhampton","Market St Wolverhampton",
2011,"Birmingham"," Market St, Wolverhampton",
2011,"Wolverhampton"," Market St, Wolves ",
2011,"Wolverhampton"," Market St, Wton",
2011,"Wolverhampton","Market St",
2011,"Sandwell","Market St",
2011,"Coventry","Market St",
2011,"Sandwell","Market St",
2011,"Birmingham","Market St",
2011,"Dudley","Market St",
2011,"Wolverhampton"," Market St, City Centre, W     Ton",
2011,"Walsall"," Market St, Wolverhampton",
2011,"Wolverhampton"," Market St, Wolverhampton",
2011,"Sandwell"," Market St, Wolverhampton",
2011,"Sandwell"," Market St, Wolverhampton",
2011,"Solihull"," Market St, Wolverhampton",
2011,"Walsall"," Market St, Wolverhampton ",
2011,"Coventry"," Market St, Wolves",
2011,"Coventry"," Market St, Wolves ",
2011,"Wolverhampton","Marsaton Rd",
2011,"Wolverhampton","Marston Rd Wolverhampton",
2011,"Walsall"," Millcroft, Wolves ",
2011,"Wolverhampton","Moseley  Rd Wolverhampton",
2011,"Wolverhampton"," Moseley Rd, Bilston ",
2011,"Birmingham","Mount Pleasant",
2011,"Birmingham"," Mount Plesant, Bilston",
2011,"Solihull"," Near Yates Wine Bar, Wolves City Centre ",
2011,"Sandwell","New  Cross Hospital",
2011,"Coventry","New Cross Hospital",
2011,"Walsall","New Cross Hospital",
2011,"Solihull","New Cross Hospital",
2011,"Coventry","New Cross Hospital",
2011,"Walsall"," New Cross Hospital, Wolverhampton",
2011,"Walsall"," New Cross Hospital, Wolverhampton",
2011,"Dudley","New X Hospital",
2011,"Dudley"," New X Hospital, W     Ton",
2011,"Sandwell","Newcross Hospital",
2011,"Wolverhampton"," Norfold Rd, Pewnnfields, W     Ton",
2011,"Wolverhampton","North St",
2011,"Sandwell","North St",
2011,"Wolverhampton","North St",
2011,"Walsall","North St",
2011,"Walsall","North St",
2011,"Birmingham","North St Town Centre Wolverhampton",
2011,"Wolverhampton"," Northwood Park Rd, Wolves ",
2011,"Coventry","O S Grapes Ph  Moseley Rd",
2011,"Birmingham","O S Oceana Bilston St  ",
2011,"Walsall"," Oustide Yates, Wolverhampton",
2011,"Solihull","Outsdie Yates  Wine Bar Wolverhampton",
2011,"Wolverhampton"," Outside Subway Sandwich Shop, Queens Square, Wolverhampton",
2011,"Wolverhampton","Outside The  Avondale",
2011,"Solihull","Outside The Indie Bar   ",
2011,"Sandwell"," Outside Yates, North St, Wolverhampton",
2011,"Wolverhampton","Owen Rd",
2011,"Birmingham","Parkfield Rd",
2011,"Coventry","Penn Rd",
2011,"Coventry"," Penn Rd, Wolves",
2011,"Birmingham","Pipers Row Wolverhampton",
2011,"Sandwell"," Pipers Row, Wolverhampton",
2011,"Wolverhampton"," Pipers Row, W Ton ",
2011,"Wolverhampton"," Powell St, Woolverhampton",
2011,"Dudley","Prestwood Rd",
2011,"Coventry","Pricess St",
2011,"Wolverhampton","Pricess St",
2011,"Birmingham"," Prince Charles Pub,Bushbury",
2011,"Dudley"," Princess St, Wton",
2011,"Birmingham","Princess St",
2011,"Birmingham","Princess St",
2011,"Walsall","Princess St",
2011,"Dudley","Princess St",
2011,"Birmingham","Princess St",
2011,"Coventry"," Princess St,Walsall",
2011,"Coventry","Prines St",
2011,"Solihull"," Probert Rd, Wton",
2011,"Coventry"," Prosser St, Wolves",
2011,"Dudley","Prosser St",
2011,"Walsall","Prowell St",
2011,"Birmingham"," Queen Sq, Wton",
2011,"Wolverhampton","Queen Square",
2011,"Coventry","Queen Square",
2011,"Walsall","Queen Square",
2011,"Solihull"," Queen Square, Wolverhampton",
2011,"Birmingham"," Queen Square, Wolverhampton",
2011,"Sandwell"," Queen Square, Wton",
2011,"Sandwell"," Queen Squsre, City Centre, Wolverhampton",
2011,"Walsall","Queen St",
2011,"Coventry","Queen St",
2011,"Walsall","Queen St Wolverhampton",
2011,"Birmingham","Queen St Wolverhampton",
2011,"Birmingham","Queen St Wolverhampton",
2011,"Walsall","Queen St Market St Wolverhampton",
2011,"Coventry","Queen St Market St  Junction",
2011,"Sandwell","Queen St",
2011,"Sandwell","Queen St",
2011,"Wolverhampton","Queen St",
2011,"Wolverhampton","Queen St",
2011,"Coventry","Queen St",
2011,"Dudley"," Queen St, Wolverhampton",
2011,"Coventry"," Queen St, Wolverhampton",
2011,"Solihull"," Queen St, Wolverhampton",
2011,"Coventry"," Queen St, W     Ton",
2011,"Sandwell"," Queens Square, Wolverhampton",
2011,"Wolverhampton"," Queens Square, Wolverhampton",
2011,"Dudley","Queens St",
2011,"Birmingham","Rear Of Civic Centre Wolverhampton",
2011,"Birmingham","Ring Rd",
2011,"Walsall"," Ring Rd St Georges, Wolves ",
2011,"Sandwell"," Royal London P H,Wolves City Centre ",
2011,"Coventry","Sainsburys St Georges",
2011,"Wolverhampton"," Salop St, Wolverhampton",
2011,"Coventry"," Salop St, Wolves ",
2011,"Wolverhampton"," School St, Wton",
2011,"Solihull","School St",
2011,"Sandwell","School St",
2011,"Birmingham"," School St, W     Ton",
2011,"Solihull"," School St, W Ton ",
2011,"Walsall","Showell Circus",
2011,"Dudley"," St Georges Parade, Wolverhampton",
2011,"Birmingham"," St Georges Parade, Wolverhampton",
2011,"Birmingham"," Stafford Rd, Wolverhampton",
2011,"Wolverhampton","Stafford St",
2011,"Birmingham"," Stafford St, Wton",
2011,"Walsall","Stafford St",
2011,"Coventry","Stafford St",
2011,"Wolverhampton"," Stafford St, Wolverhampton ",
2011,"Sandwell"," Steel Park Lane, Wton",
2011,"Wolverhampton","Subway Under Traffic Island At Junction Of Ring Rd And Bilston St",
2011,"Coventry"," Sweetman St, Wton",
2011,"Walsall","Temple St",
2011,"Walsall","Tettenhall Rd",
2011,"Coventry","Tettenhall Rd",
2011,"Coventry"," The Varsity, City Centre",
2011,"Sandwell","Thornley St",
2011,"Wolverhampton","Tower St",
2011,"Coventry"," Train Station, Wolverhampton",
2011,"Solihull","Trysull Rd",
2011,"Sandwell"," Vicarage Rd, Wton",
2011,"Coventry","Victoria Rd",
2011,"Coventry"," Victoria Rd, Wfield, Wton",
2011,"Coventry"," Victoria Rd, Wfield,Wton",
2011,"Birmingham","Victoria St",
2011,"Solihull","Victoria St",
2011,"Dudley","Victoria St",
2011,"Wolverhampton"," Victoria St, Wolverhampton",
2011,"Solihull"," Victoria St, Wolverhampton",
2011,"Coventry"," Victoria St, W     Ton",
2011,"Walsall"," Villiers Avenue, Wolverhampton",
2011,"Wolverhampton","Wallace Rd",
2011,"Coventry"," Wallace Rd, Bradley",
2011,"Sandwell"," Walsall St, Bilston ",
2011,"Birmingham"," Wanderers Avenue, Blakenhall",
2011,"Birmingham"," Wanderers Avenue, Wton",
2011,"Walsall"," Warnford Walk, Merry Hill, W     Ton",
2011,"Coventry","Warstones Drive",
2011,"Walsall","Waterloo Rd",
2011,"Walsall","Waterloo Rd Wolverhampton",
2011,"Sandwell"," Wednesfield High St, Wolves ",
2011,"Birmingham","Wellington Rd",
2011,"Walsall"," White Oaks St, Wton",
2011,"Birmingham","Whitegates Drive Coseley",
2011,"Birmingham"," Willenhall Rd, East Park, Wolverhampton",
2011,"Birmingham"," Willenhall Rd, Jtn Deans Rd, Wton",
2011,"Sandwell","William Hill Market St",
2011,"Solihull","Wolverhamptn Train Station",
2011,"Coventry","Wolverhampton  Train Station",
2011,"Sandwell","Wolverhampton Railway Station",
2011,"Sandwell","Wolverhampton Railway Station",
2011,"Birmingham","Wolverhampton Railway Station",
2011,"Wolverhampton","Wolverhampton Rd Wednesfield",
2011,"Wolverhampton"," Wolverhampton Rd, Wednesfield, Wton",
2011,"Sandwell","Wolverhampton Train Station",
2011,"Sandwell","Wolves Railway Station",
2011,"Wolverhampton"," Wood End Rd, Wednesfield",
2011,"Wolverhampton"," Woodland Avenue, Tettenhall Wood",
2011,"Sandwell","Woolpack Alley",
2011,"Sandwell","Wordsworth Avenue",
2011,"Wolverhampton","Wton Train Station",
2011,"Solihull","Wv Front Office",
2011,"Wolverhampton","Wvfo",
2011,"Birmingham","Wvfo",
2012,"Birmingham","Clemence Rd",
2012,"Solihull","Clemence Rd",
2012,"Wolverhampton","Clemence Rd",
2012,"Wolverhampton","Clemence Rd",
2012,"Walsall","Clemence Rd",
2012,"Wolverhampton","Acocks Green Police Station",
2012,"Birmingham","Albert Rd",
2012,"Walsall","Alcester Rd Moseley",
2012,"Coventry","Alcester Rd",
2012,"Sandwell","Alcester Rd",
2012,"Wolverhampton","Alcester Rd Moseley",
2012,"Walsall","Alcester Rd Moseley",
2012,"Walsall","Alcester Rd Outside Cross Ph",
2012,"Coventry"," Alcester Rd, Moseley ",
2012,"Dudley","Alecester Rd",
2012,"Walsall","Alum Rock Rd",
2012,"Walsall","Alum Rock Rd",
2012,"Coventry","Alum Rock Rd",
2012,"Walsall"," Alum Rock Rd, Alum Rock",
2012,"Coventry"," Banford Rd, Ward End",
2012,"Walsall","Belchers Lane",
2012,"Solihull","Belgrave Middle Way",
2012,"Birmingham","Belgravia Close",
2012,"Sandwell","Bennetts Hill City Centre",
2012,"Sandwell","Berkely Rd",
2012,"Coventry"," Birchley Rise   Wagon Lane, Olton",
2012,"Coventry","Birchtree Drive",
2012,"Solihull","Birmingham New St",
2012,"Coventry"," Birmingham Rd, Castle Bromwich",
2012,"Solihull"," Birmingham Rd, Sutton Coldfield",
2012,"Wolverhampton","Bistol Rd Selly Oak",
2012,"Coventry","Blake Place  Bordesley Green",
2012,"Birmingham","Bordesley Green",
2012,"Birmingham","Bordesley Green East",
2012,"Walsall"," Bordesley Green Rd, Bordesley Green",
2012,"Sandwell","Bordesley Green ",
2012,"Walsall"," Bordesly Green, Bordesley Green",
2012,"Wolverhampton"," Boscombe Rd, Tyseley,",
2012,"Birmingham","Bournville Lane",
2012,"Walsall","Bristol Rd",
2012,"Wolverhampton","Bristol Rd South",
2012,"Wolverhampton","Broad St",
2012,"Walsall","Broad St",
2012,"Solihull","Broad St",
2012,"Wolverhampton","Broad St",
2012,"Coventry","Brookhill Rd",
2012,"Wolverhampton","Brooklands Rd",
2012,"Walsall","Brunswick Rd",
2012,"Sandwell"," Bulls Head, Mosely",
2012,"Sandwell","Caldwell Rd",
2012,"Walsall"," Church Rd, Yardley",
2012,"Solihull"," Church Rd, Yardley",
2012,"Dudley"," Church Rd, Yew Tree",
2012,"Birmingham","Clodeshall Rd",
2012,"Wolverhampton","Coleshill Rd",
2012,"Coventry","Cotterills Lane",
2012,"Coventry","Coventry  Rd",
2012,"Birmingham"," Coventry Rd , Sheldon , Nr British Legion Ivy Leaf ",
2012,"Coventry","Coventry Rd ",
2012,"Sandwell","Coventry Rd",
2012,"Coventry"," Coventry Rd, Small Heath",
2012,"Dudley","Cranespark Rd",
2012,"Birmingham","Dale End",
2012,"Coventry"," Drews Lane, Ward End",
2012,"Wolverhampton","Elizabeth Rd",
2012,"Walsall"," Emily Rd, Acocks Green, Birmingham",
2012,"Coventry"," Flaxton Grove, Kitts Green",
2012,"Coventry"," Foxton Rd, Washwood Heath",
2012,"Wolverhampton","Front Offcie Kings Heath Police Station",
2012,"Birmingham"," Front Office, Stechford Police Station",
2012,"Birmingham","Gibbins Rd",
2012,"Walsall","Gilsan Way",
2012,"Birmingham","Gospel Farm Rd",
2012,"Sandwell"," Gospel Lane, Acocks Green",
2012,"Walsall","Green Lane Bordesley Green",
2012,"Sandwell","Greswold Rd",
2012,"Wolverhampton","Harbourne Rd Harbourne",
2012,"Walsall"," Hazelville Rd,  Hall Green",
2012,"Wolverhampton","Heartlands Hospital",
2012,"Walsall","Heartlands Hospital",
2012,"Dudley","Heartlands Hospital",
2012,"Coventry","Heartlands Hospital",
2012,"Sandwell","Heathfield Rd",
2012,"Wolverhampton","Herrick Rd",
2012,"Walsall","High St",
2012,"Walsall","High St Kings Heath",
2012,"Sandwell","High St Solihull",
2012,"Solihull","Highfield Rd",
2012,"Walsall","Highfield Rd Spark Brook ",
2012,"Coventry","Home Address",
2012,"Wolverhampton","Homer Rd Near Holiday Inn",
2012,"Sandwell","Horrell Rd Sheldon",
2012,"Birmingham","Ivy House Rd West Heath",
2012,"Dudley","Jakeman Rd",
2012,"Wolverhampton","Juniper Close",
2012,"Dudley","Kemberton Rd",
2012,"Walsall","Kings Heath High St",
2012,"Wolverhampton","Kings Norton Green",
2012,"Coventry","Lady Pool Rd",
2012,"Dudley","Lady Pool Rd",
2012,"Coventry","Ladypool Rd",
2012,"Wolverhampton","Lea Hall Rd",
2012,"Coventry","Lower Severn St",
2012,"Solihull","Mary St",
2012,"Walsall","Mary St",
2012,"Birmingham","Middle Park Rd",
2012,"Walsall","Milestone House",
2012,"Wolverhampton","Milestone House",
2012,"Solihull","Milestone House",
2012,"Walsall","Monyhull Rd",
2012,"Walsall","Moseley Rd",
2012,"Sandwell","New St Railway Station",
2012,"Birmingham","New St Station",
2012,"Wolverhampton","Northliegh Rd Ward End",
2012,"Walsall"," O S Assembly Rooms, Poplar Way, Solihull",
2012,"Wolverhampton"," O S Assembly Rooms, Solihull Town Centre",
2012,"Walsall"," O S Chargrill Chicken, Coventry Rd",
2012,"Solihull","Olton Boulevard East",
2012,"Dudley","Out Side Fish Bar Hobmoore Rd ",
2012,"Wolverhampton","Outside Arden Oak Pub",
2012,"Wolverhampton"," Outside St Colombia Nursery ,Alcester Rd",
2012,"Walsall","Outside The Bulls Head",
2012,"Wolverhampton"," Parker St, Edgbaston",
2012,"Walsall","Parkland On The Heathway",
2012,"Birmingham","Partridge Rd",
2012,"Walsall","Pershore Rd",
2012,"Coventry"," Plymouth Rd, Stirchley",
2012,"Walsall"," Poplar Rd, Solihull",
2012,"Walsall","Rea Rd",
2012,"Walsall","Regency Hotel",
2012,"Birmingham"," Runcurn Rd, Balsall Heath",
2012,"Wolverhampton","School Rd",
2012,"Walsall","Sheath Lane",
2012,"Sandwell","Sheldon Heath Park",
2012,"Sandwell"," Shirley Rd, Acocks Green ",
2012,"Coventry","Solihull Town Centre",
2012,"Coventry","St Marys Rd",
2012,"Wolverhampton","St Marys Row",
2012,"Coventry"," St Mary S Row, Moseley",
2012,"Walsall","St Pauls Rd",
2012,"Solihull","St Pauls Rd",
2012,"Coventry","Station Rd Stechford",
2012,"Sandwell","Station Rd Stechford",
2012,"Walsall"," Station Rd, Solihul",
2012,"Sandwell"," Station Rd, Solihul",
2012,"Coventry"," Station Rd, Solihul",
2012,"Coventry"," Station Rd, Solihul",
2012,"Sandwell"," Station Rd, Solihul",
2012,"Birmingham"," Station Rd, Solihul",
2012,"Solihull","Stechford Police Station",
2012,"Walsall","Stechford Swimming Baths",
2012,"Walsall","Stoney Lane",
2012,"Coventry","Stratford Rd",
2012,"Walsall"," Stratford Rd, Sparkbrook",
2012,"Wolverhampton"," Stratford Rd, Sparkhill",
2012,"Wolverhampton"," Summerfield Rd, Weoley Castle",
2012,"Birmingham","Sunbeam Way ",
2012,"Coventry","Swanshurst Park",
2012,"Wolverhampton","The Parade Sutton Coldfield",
2012,"Wolverhampton","The Radleys",
2012,"Dudley","Tile Cross Rd",
2012,"Birmingham"," Tote Betting Shop, Alum Rock Rd",
2012,"Walsall","Turnburry Rd",
2012,"Walsall"," Umberslade Rd, Selly Oak",
2012,"Wolverhampton"," Vicarage Rd, Kinghs Heath",
2012,"Birmingham"," Victoria Rd, Bordesley Green",
2012,"Sandwell","Wake Green Rd",
2012,"Sandwell","Ward End Park",
2012,"Wolverhampton","Warwich Rd",
2012,"Coventry","Warwick Rd",
2012,"Walsall"," Warwick Rd, Accocks Green",
2012,"Birmingham","Wash Lane",
2012,"Wolverhampton","Washwood Heath Rd",
2012,"Birmingham","Washwood Heath Rd",
2012,"Wolverhampton"," Watson Rd, Alum Rock",
2012,"Walsall"," Wheatcroft Rd, Chelmesley Wood",
2012,"Sandwell"," Wheatsheaf Ph Coventry Rd, Sheldon",
2012,"Coventry"," Wheatsheaf, Coventry Rd ",
2012,"Coventry"," William Hill Bookmakers, Washwood Heath Rd",
2012,"Dudley","Woodbridge Rd",
2012,"Birmingham","Woodbridge Rd",
2012,"Wolverhampton","Acorn Public House",
2012,"Wolverhampton","Atlantic Rd",
2012,"Wolverhampton"," Aylesbury Crescent, Kingstanding, B Ham",
2012,"Walsall","Beggers Bush",
2012,"Sandwell","Bendall Rd  Kingstanding",
2012,"Coventry"," Berryfields Rd, Walmley, Sutton Coldfield",
2012,"Walsall","Birmingham Rd",
2012,"Birmingham","Birmingham Rd",
2012,"Wolverhampton","Birmingham Rd",
2012,"Walsall","Birmingham Rd",
2012,"Birmingham"," Birmingham Rd, Wylde Green",
2012,"Birmingham"," Birmingham Rd, Wylde Green",
2012,"Solihull","Boldmere Rd",
2012,"Solihull","Bottle Of Sack",
2012,"Wolverhampton"," Boundary Rd, Erdington",
2012,"Coventry"," Brassington Avenue, Sutton Coldfield",
2012,"Wolverhampton","Broad St  ",
2012,"Birmingham"," Capilano Rd, Erdington",
2012,"Wolverhampton","Car Park Lidl Pelham Rd Alum Rock",
2012,"Wolverhampton","Car Park Of Old Speckled Hen Public House Mere Green",
2012,"Sandwell"," Car Park Reddicap Tavern, Hollyfield Rd, Falcon Lodge",
2012,"Solihull"," Car Park, Kenilworth Court, Wheelwright Rd",
2012,"Sandwell","Chester Rd",
2012,"Birmingham"," Chesterfield Grove, Pype Hayes",
2012,"Walsall","Chipstead Rd",
2012,"Coventry"," Church Rd, Erdington",
2012,"Dudley"," Coton Lane, Erdington, B Ham",
2012,"Coventry","Cottishall Walk",
2012,"Sandwell","Court Lane",
2012,"Sandwell","Court Lane",
2012,"Wolverhampton","Duke St",
2012,"Dudley"," Ebrook Rd, Sutton Coldfield",
2012,"Wolverhampton","Emscote Rd",
2012,"Coventry","Erdington High St",
2012,"Coventry","Erdington High St",
2012,"Coventry","Erdington High St",
2012,"Sandwell","Firbeck Grove",
2012,"Walsall","Frances Rd Erdington",
2012,"Dudley","Front Odffice Sutton Coldfield",
2012,"Walsall","Good Hope Hospital",
2012,"Walsall"," Gracechuch Shopping Centre, Sutton Coldfield",
2012,"Sandwell","Gravelly Hill",
2012,"Walsall"," Hairy Lemon, Erdington High St ",
2012,"Coventry","Hairy Lemon  Lower Parade",
2012,"Wolverhampton","Hairy Lemon  Lower Parade",
2012,"Birmingham"," Hampton Rd, Erdington, B Ham",
2012,"Birmingham","Hellbey Close",
2012,"Sandwell","High St   Sutton Coldfield",
2012,"Birmingham","High St Erdington",
2012,"Walsall"," High St, Erdington",
2012,"Birmingham"," High St, Erdington",
2012,"Walsall"," High St, Erdington",
2012,"Coventry"," High St, Erdington",
2012,"Birmingham"," High St, Erdington",
2012,"Coventry"," High St, Erdington",
2012,"Solihull"," High St, Erdington",
2012,"Coventry"," High St, Erdington",
2012,"Sandwell"," High St, Erdington",
2012,"Birmingham"," High St, Erdington",
2012,"Coventry"," High St, Erdington ",
2012,"Coventry"," High St, West Bromwich",
2012,"Coventry"," High St, West Bromwich",
2012,"Birmingham"," High St, West Bromwich",
2012,"Coventry"," Inland Rd, Erdington, B Ham",
2012,"Wolverhampton"," Job Centre, Sutton New Rd, Erdington",
2012,"Coventry"," Johnson Rd, Erdington, Birmingham",
2012,"Coventry"," Johnson Rd, Erdington, Birmingham ",
2012,"Wolverhampton","Kings Rd",
2012,"Walsall"," Kingsbury Rd, Castle Vale",
2012,"Sandwell","Lichfield Rd",
2012,"Sandwell","Lichfield Rd",
2012,"Walsall"," Lichfield Rd, Sutton Coldfield",
2012,"Sandwell"," Lichfield Rd, Sutton Coldfield",
2012,"Coventry","Litten Tree Ph Sutton Town Centre",
2012,"Walsall","Lower Parade",
2012,"Birmingham","Lower Parade",
2012,"Sandwell","Lower Parade",
2012,"Birmingham","Lower Parade",
2012,"Coventry","Lower Parade",
2012,"Birmingham"," Lower Parade , Sutton Coldfield",
2012,"Walsall","Lower Parade Sutton Coldfield",
2012,"Coventry"," Lower Parade, Sutton Coldfield",
2012,"Wolverhampton"," Lower Parade, Sutton Coldfield",
2012,"Solihull"," Lower Parade, Sutton Coldfield",
2012,"Solihull"," Lower Parade, Sutton Coldfield",
2012,"Wolverhampton"," Lower Parade, Sutton Coldfield",
2012,"Solihull"," Lower Parade, Sutton Coldfield, Birmingham",
2012,"Birmingham"," Lower Parade, Sutton Coldfield ",
2012,"Sandwell"," Lower Parade, Sutton Town Centre",
2012,"Coventry"," Madehurst Rd, Erdington",
2012,"Wolverhampton"," Marrowfat Rd, Handsworth",
2012,"Coventry"," Marsh Hill , Erdington    Bn  ",
